"reporting_year","station_eu_code","date","PM25"
2020,"IT2205A",2020-01-01,9.33
2020,"IT2205A",2020-01-02,5.68
2020,"IT2205A",2020-01-03,5.61
2020,"IT2205A",2020-01-04,7.92
2020,"IT2205A",2020-01-05,8.49
2020,"IT2205A",2020-01-06,5.06
2020,"IT2205A",2020-01-07,3.66
2020,"IT2205A",2020-01-08,6.64
2020,"IT2205A",2020-01-09,8.58
2020,"IT2205A",2020-01-10,11.07
2020,"IT2205A",2020-01-11,9.37
2020,"IT2205A",2020-01-12,10.97
2020,"IT2205A",2020-01-13,7.27
2020,"IT2205A",2020-01-14,8.62
2020,"IT2205A",2020-01-15,11.87
2020,"IT2205A",2020-01-16,13.31
2020,"IT2205A",2020-01-17,10.49
2020,"IT2205A",2020-01-18,11.81
2020,"IT2205A",2020-01-19,3.6
2020,"IT2205A",2020-01-20,5.48
2020,"IT2205A",2020-01-21,0.15
2020,"IT2205A",2020-01-22,12.95
2020,"IT2205A",2020-01-23,12.43
2020,"IT2205A",2020-01-24,12.2
2020,"IT2205A",2020-01-25,10.58
2020,"IT2205A",2020-01-26,15.82
2020,"IT2205A",2020-01-27,9.29
2020,"IT2205A",2020-01-28,9.58
2020,"IT2205A",2020-01-29,6.88
2020,"IT2205A",2020-01-30,0.15
2020,"IT2205A",2020-01-31,6.81
2020,"IT2205A",2020-02-01,4.48
2020,"IT2205A",2020-02-02,4.96
2020,"IT2205A",2020-02-03,3.5
2020,"IT2205A",2020-02-04,8.7
2020,"IT2205A",2020-02-05,4.72
2020,"IT2205A",2020-02-06,7.51
2020,"IT2205A",2020-02-07,4.94
2020,"IT2205A",2020-02-08,5.2
2020,"IT2205A",2020-02-09,8.7
2020,"IT2205A",2020-02-10,8.49
2020,"IT2205A",2020-02-11,8.58
2020,"IT2205A",2020-02-12,12.04
2020,"IT2205A",2020-02-13,11.03
2020,"IT2205A",2020-02-14,5.64
2020,"IT2205A",2020-02-15,4.1
2020,"IT2205A",2020-02-16,5.43
2020,"IT2205A",2020-02-17,6.77
2020,"IT2205A",2020-02-18,9.39
2020,"IT2205A",2020-02-19,8.19
2020,"IT2205A",2020-02-20,4.84
2020,"IT2205A",2020-02-21,5.4
2020,"IT2205A",2020-02-22,5.61
2020,"IT2205A",2020-02-23,5.49
2020,"IT2205A",2020-02-24,8.04
2020,"IT2205A",2020-02-25,6.92
2020,"IT2205A",2020-02-26,8.04
2020,"IT2205A",2020-02-27,4.78
2020,"IT2205A",2020-02-28,4.89
2020,"IT2205A",2020-02-29,6.51
2020,"IT2205A",2020-03-01,7.63
2020,"IT2205A",2020-03-02,5.33
2020,"IT2205A",2020-03-03,3.81
2020,"IT2205A",2020-03-04,5.63
2020,"IT2205A",2020-03-05,6.46
2020,"IT2205A",2020-03-06,3.71
2020,"IT2205A",2020-03-07,3.98
2020,"IT2205A",2020-03-08,3.81
2020,"IT2205A",2020-03-09,5.64
2020,"IT2205A",2020-03-10,8.94
2020,"IT2205A",2020-03-11,6.5
2020,"IT2205A",2020-03-12,7.07
2020,"IT2205A",2020-03-13,3.76
2020,"IT2205A",2020-03-14,8.93
2020,"IT2205A",2020-03-15,9.23
2020,"IT2205A",2020-03-16,7.88
2020,"IT2205A",2020-03-17,5.85
2020,"IT2205A",2020-03-18,8.38
2020,"IT2205A",2020-03-19,17.23
2020,"IT2205A",2020-03-20,13.86
2020,"IT2205A",2020-03-21,12.79
2020,"IT2205A",2020-03-22,17.34
2020,"IT2205A",2020-03-23,8.09
2020,"IT2205A",2020-03-24,5.23
2020,"IT2205A",2020-03-25,6.92
2020,"IT2205A",2020-03-26,3.17
2020,"IT2205A",2020-03-27,3.18
2020,"IT2205A",2020-03-28,4.09
2020,"IT2205A",2020-03-29,4.89
2020,"IT2205A",2020-03-30,24.17
2020,"IT2205A",2020-03-31,25.89
2020,"IT2205A",2020-04-01,5.51
2020,"IT2205A",2020-04-02,9.35
2020,"IT2205A",2020-04-03,13.99
2020,"IT2205A",2020-04-04,12.81
2020,"IT2205A",2020-04-05,12.69
2020,"IT2205A",2020-04-06,10.45
2020,"IT2205A",2020-04-07,9.75
2020,"IT2205A",2020-04-08,8.62
2020,"IT2205A",2020-04-09,11.8
2020,"IT2205A",2020-04-10,19.47
2020,"IT2205A",2020-04-11,29.23
2020,"IT2205A",2020-04-12,25.31
2020,"IT2205A",2020-04-13,16.13
2020,"IT2205A",2020-04-14,7.8
2020,"IT2205A",2020-04-15,5.55
2020,"IT2205A",2020-04-16,5.4
2020,"IT2205A",2020-04-17,7.38
2020,"IT2205A",2020-04-18,17.68
2020,"IT2205A",2020-04-19,26.25
2020,"IT2205A",2020-04-20,16.32
2020,"IT2205A",2020-04-21,11.52
2020,"IT2205A",2020-04-22,7.4
2020,"IT2205A",2020-04-23,3.3
2020,"IT2205A",2020-04-24,6.5
2020,"IT2205A",2020-04-25,8.69
2020,"IT2205A",2020-04-27,0.17
2020,"IT2205A",2020-04-28,5.24
2020,"IT2205A",2020-04-29,5.1
2020,"IT2205A",2020-04-30,0.16
2020,"IT2205A",2020-05-01,4.77
2020,"IT2205A",2020-05-02,5.52
2020,"IT2205A",2020-05-03,5.31
2020,"IT2205A",2020-05-04,4.42
2020,"IT2205A",2020-05-05,3.76
2020,"IT2205A",2020-05-06,3.91
2020,"IT2205A",2020-05-07,5.9
2020,"IT2205A",2020-05-08,4.71
2020,"IT2205A",2020-05-09,6.22
2020,"IT2205A",2020-05-10,5.32
2020,"IT2205A",2020-05-11,13.8
2020,"IT2205A",2020-05-12,7.36
2020,"IT2205A",2020-05-13,12.62
2020,"IT2205A",2020-05-14,26.29
2020,"IT2205A",2020-05-15,43.06
2020,"IT2205A",2020-05-16,15.36
2020,"IT2205A",2020-05-17,26.86
2020,"IT2205A",2020-05-18,14.04
2020,"IT2205A",2020-05-19,0.19
2020,"IT2205A",2020-05-20,2.96
2020,"IT2205A",2020-05-21,5.94
2020,"IT2205A",2020-05-22,6.92
2020,"IT2205A",2020-05-23,5.64
2020,"IT2205A",2020-05-24,6.61
2020,"IT2205A",2020-05-25,4.92
2020,"IT2205A",2020-05-26,4.16
2020,"IT2205A",2020-05-27,3.47
2020,"IT2205A",2020-05-28,3.56
2020,"IT2205A",2020-05-29,6.52
2020,"IT2205A",2020-05-30,6.99
2020,"IT2205A",2020-05-31,5.34
2020,"IT2205A",2020-06-01,4.18
2020,"IT2205A",2020-06-02,4.84
2020,"IT2205A",2020-06-03,5.56
2020,"IT2205A",2020-06-04,3.64
2020,"IT2205A",2020-06-05,6.29
2020,"IT2205A",2020-06-06,5.73
2020,"IT2205A",2020-06-07,5.41
2020,"IT2205A",2020-06-08,4.16
2020,"IT2205A",2020-06-10,0.17
2020,"IT2205A",2020-06-11,4.01
2020,"IT2205A",2020-06-12,5.11
2020,"IT2205A",2020-06-13,3.33
2020,"IT2205A",2020-06-14,5.32
2020,"IT2205A",2020-06-15,5.46
2020,"IT2205A",2020-06-16,5.67
2020,"IT2205A",2020-06-17,6.45
2020,"IT2205A",2020-06-18,4.36
2020,"IT2205A",2020-06-19,3.42
2020,"IT2205A",2020-06-20,6.77
2020,"IT2205A",2020-06-21,5.41
2020,"IT2205A",2020-06-22,0.18
2020,"IT2205A",2020-06-23,6.5
2020,"IT2205A",2020-06-24,5.38
2020,"IT2205A",2020-06-25,6.92
2020,"IT2205A",2020-06-26,6.67
2020,"IT2205A",2020-06-27,7.61
2020,"IT2205A",2020-06-30,0.13
